core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
Instructor-businessterm-66,Suffix Name,,,Person | Instructor-subdomain-4,,Name of the document.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Suffix Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,50eb27c7-a771-4259-adbf-831780bc016c,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/50eb27c7-a771-4259-adbf-831780bc016c,CDGC
Instructor-businessterm-157,Social Media Value,,,Party Social Media Handle | Instructor-subdomain-27,,"Start date of the item. Along with the effective end date, specifies the validity period of the item.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Social Media Handle/Social Media Value,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,558131e9-4634-4dae-992e-c96a24926155,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/f6539fbe-55ca-46e7-971a-9d9e5146bc9f/558131e9-4634-4dae-992e-c96a24926155,CDGC
GLOS-1102,Interview Date ,,,OD & Manpower Planning | GLOS-918,,The date on which a job interview is scheduled or conducted within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Interview Date ,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,559470a3-55a8-47b1-81ad-c28f5d239dd4,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/559470a3-55a8-47b1-81ad-c28f5d239dd4,CDGC
Instructor-businessterm-153,Phone Validation Message,,,Party Phone Communication | Instructor-subdomain-26,,"Time periods help specify when a party is available at a particular address or phone number. Time periods can be time of the day, days of the week, or seasons.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Phone Validation Message,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5811d11b-964d-4e12-92ba-ead0b22378cd,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/5811d11b-964d-4e12-92ba-ead0b22378cd,CDGC
GLOS-1009,location (Name),,,OD & Manpower Planning | GLOS-918,,The name of the location where the position is based.,Published,true,,Text,Public,,"<p>This field should only accept values that are predefined for location (Name)</p>
<p></p>
<p>The Field should not be Blank for ""A"" or Active effectiveStatus positions.</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/location (Name),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,582663a3-2fd4-4579-9ba6-98945be893a3,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/582663a3-2fd4-4579-9ba6-98945be893a3,CDGC
GLOS-1068,Candidate Documents,,,Hiring & Onboarding | GLOS-915,,Documents submitted by a job candidate as part of the application process within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Candidate Documents,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,5908d5ab-25a5-421f-8b19-bb34eda3e6d7,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/5908d5ab-25a5-421f-8b19-bb34eda3e6d7,CDGC
Instructor-businessterm-104,Alternate Identifier Value,,,Party Alternate Identifier | Instructor-subdomain-14,,Validation message that the phone number validation service (StrikeIron) returns.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Alternate Identifier/Alternate Identifier Value,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5a35826a-3415-4921-b985-849b85642ffc,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/40785fd6-3ff9-44a0-884e-633880603dd2/5a35826a-3415-4921-b985-849b85642ffc,CDGC
GLOS-1019,Event Reason (Label),,,HCM Joint Terms - Group 1 | GLOS-926,,"The event reason name associated with the event, which provides more detailed information about the specific reason for the event. For eg- data update, data correction, rehire etc.",Published,true,,Text,Public,,This field should only accept values that are predefined for Event Reason (Label).,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 1/Event Reason (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5af06e56-315d-480c-9f47-df717bad1941,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/7176ee1b-61c9-40fa-abe4-8b90974a65f9/5af06e56-315d-480c-9f47-df717bad1941,CDGC
GLOS-1034,Previous ZATCA experience,,,HCM Joint Terms - Group 2 | GLOS-1030,,"this field captures an employee's prior experience or history before joining to ""ZATCA""",Published,true,,Text,Public,,Data conforms to predefined formats or patterns.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 2/Previous ZATCA experience,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5afdb54c-82e5-4df4-82e6-8c85f8a52442,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ad6038bf-2f06-4bdb-a7e1-f77baa336a52/5afdb54c-82e5-4df4-82e6-8c85f8a52442,CDGC
GLOS-1072,End date of the probation,,,Hiring & Onboarding | GLOS-915,,"Refers to the specific date on which the trial or probationary period for the employee ends. During this trial period, an employee's performance, suitability for the role, and compatibility with ZATCA's culture are assessed before confirming their permanent employment status.",Published,true,,Text,Public,,The end date of the probation period must not precede the start date.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/End date of the probation,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5c968e2e-f085-4cfe-88c3-46fc2bc7ddcd,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/5c968e2e-f085-4cfe-88c3-46fc2bc7ddcd,CDGC
TERM-2,Person 2,,,,,Added  System,Published,false,,Text,Public,,,,Highly Confidential,TI-CUI-CTI-EC-NLR,,,,"",,,john,beenu,"","","","",Assigned,Person 2,Update,"Mar 04, 2025, 11:59:41 AM",john,"Mar 05, 2025, 07:21:43 AM",john,5d788ad6-6a51-4b2a-8293-9a7aa75d57d4,CDGC://5d788ad6-6a51-4b2a-8293-9a7aa75d57d4,CDGC
BT-72,Job Identifier,,,Employees | SDOM-32,,,Published,false,,Number,Confidential,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,B2B_DWH_Sa/Employees/Job Identifier,Update,"Mar 03, 2025, 11:45:40 AM",Sanjai,"Mar 03, 2025, 11:45:40 AM",Sanjai,5f52d7c4-57d9-4eca-b209-6ee84d9c9d39,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b/5f52d7c4-57d9-4eca-b209-6ee84d9c9d39,CDGC
Instructor-businessterm-147,Do Not Call Indicator,,,Party Phone Communication | Instructor-subdomain-26,,"Validation status message that the address verification service returns. For example, address verification service is temporarily not available, authentication failed, or addresses must be supplied.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Phone Communication/Do Not Call Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,5fc67f98-6624-4ba9-8530-ad12c17ca794,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4ecadc7f-fdea-403a-9a38-81dd057c5b38/5fc67f98-6624-4ba9-8530-ad12c17ca794,CDGC
BT-35,CITY,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,true,,Text,,,,CITY,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/CITY,Update,"Jan 10, 2025, 09:48:09 AM",RahinR,"Jan 10, 2025, 09:48:09 AM",RahinR,62bfc43f-8792-4be3-8219-4ebd6d005416,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/62bfc43f-8792-4be3-8219-4ebd6d005416,CDGC
Instructor-businessterm-15,Mailability Score,,Postal Address | Instructor-domain-2,,,Family name of the party.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Mailability Score,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,62e74e2a-14ba-453f-a3ae-55864892f3df,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/62e74e2a-14ba-453f-a3ae-55864892f3df,CDGC
Instructor-businessterm-158,Social Media Type,,,Party Social Media Handle | Instructor-subdomain-27,,"Expiry date of the item. Along with the effective start date, specifies the validity period of the item.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Social Media Handle/Social Media Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,62fdcfe9-f763-4a18-8dd6-a860102b9db9,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/f6539fbe-55ca-46e7-971a-9d9e5146bc9f/62fdcfe9-f763-4a18-8dd6-a860102b9db9,CDGC
GLOS-951,Pay Grade ID,,,Total Rewards & Talent Management | GLOS-917,,"Unique identifier for a pay grade, representing a specific range of compensation levels that related to the grade.",Published,true,,Text,Public,,"<p>Multiple Pay Grade IDs may have the same Pay Grade Label.</p>
<p>The field should be mandatory if the employeeClass has values of ""Employee"" or ""Trainee""</p>
<p></p>
<p>This field should exclusively accept values from 31 to 44, M1, M2, M3, M4, M5, M6, E1 and E2 only.</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/Total Rewards & Talent Management/Pay Grade ID,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6360c6fd-46e9-4203-9f55-5fae7594433c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/0387def2-deb8-4c29-bab3-43dffb836d40/6360c6fd-46e9-4203-9f55-5fae7594433c,CDGC
GLOS-1079,English Certificate Score,,,Sourcing and Assessment | GLOS-916,,The score or level of proficiency achieved in an English language certificate by  job candidate .,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/English Certificate Score,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6533787d-c24d-4e5f-8f9d-4f1aefa50e55,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/6533787d-c24d-4e5f-8f9d-4f1aefa50e55,CDGC
GLOS-1021,Level 2 (Code),,,OD & Manpower Planning | GLOS-918,,Code representing Level 2 in the position hierarchy or structure.,Published,true,,Text,Public,,Ensure a 1 to 1 mapping with Level 2 (label) and and Level 2 Type (Picklist Label).This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 2 (Code),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6703a1ad-415e-4420-82f1-2e19908ba0ea,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/6703a1ad-415e-4420-82f1-2e19908ba0ea,CDGC
BT-133,Provider,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Provider,Update,"Mar 19, 2025, 11:55:11 AM",AshikaA,"Mar 19, 2025, 11:55:11 AM",AshikaA,68c526a6-0bda-44ab-b4f2-336952929ca1,CDGC://68c526a6-0bda-44ab-b4f2-336952929ca1,CDGC
BT-99,bt_wf_test,,,,,,In Review,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,abish,"","","","",Assigned,bt_wf_test,Update,"Mar 11, 2025, 08:15:22 AM",abish,"Mar 11, 2025, 08:16:58 AM",abish,6b922181-bef0-4fcb-9c3d-763f90cb1d6b,CDGC://6b922181-bef0-4fcb-9c3d-763f90cb1d6b,CDGC
GLOS-1051,Achieved Target,,,Performance Management & Career Development | GLOS-910,,"The achieved result from the target, which is either quantitative, percentage, temporal, monetary value)",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Achieved Target,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,6ba5b9fc-e23e-4bf3-81c1-0da8672e205b,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/6ba5b9fc-e23e-4bf3-81c1-0da8672e205b,CDGC
BT-115,Make,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Make,Update,"Mar 19, 2025, 10:47:09 AM",AshikaA,"Mar 19, 2025, 10:47:09 AM",AshikaA,6dce8fb1-1c5c-4f15-a19d-12978d5c6d47,CDGC://6dce8fb1-1c5c-4f15-a19d-12978d5c6d47,CDGC
GLOS-1000,Level 4 Type (Picklist Label),,,OD & Manpower Planning | GLOS-918,,"The type or category of Level 4 in the position hierarchy, often based on structure.",Published,true,,Text,Public,,"<p>When a value is selected in Level 4 type, Level 5 type should dynamically update to display only the relevant options that correspond to the selected Level 4 type</p>
<p></p>
<p>This field should only accept values that are predefined for Level 4 Type (Picklist Label)</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 4 Type (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,6fde1aeb-1aa7-411c-9901-14509812ab13,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/6fde1aeb-1aa7-411c-9901-14509812ab13,CDGC
GLOS-1066,Type of Measurement,,,Performance Management & Career Development | GLOS-910,,The method or criteria used for measuring the performance related to a specific objective or KPI for the employee within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Type of Measurement,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,713e0765-3983-4056-920a-70fc27b7078e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/713e0765-3983-4056-920a-70fc27b7078e,CDGC
GLOS-984,Start Date,,,Sourcing and Assessment | GLOS-916,,"The date on which a specific event, task, or period starts within ZATCA. Its related to RCM and based on processes related to sourcing and assessment ""Job Requesition start date """,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Start Date,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,72accabc-ec39-4c31-9bef-50154785feb5,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/72accabc-ec39-4c31-9bef-50154785feb5,CDGC
BT-98,JG Customer Identifier,,,SD JG Customer Details | SDOM-42,,A unique identifier assigned to a customer within a business system.,Published,false,,Text,Confidential,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,D JG Customer Details/SD JG Customer Details/JG Customer Identifier,Update,"Mar 11, 2025, 08:14:37 AM",Juli,"Mar 11, 2025, 08:14:37 AM",Juli,736814ea-d6fd-4d10-a677-108607fd5f00,CDGC://9473af0a-7c1d-4fea-b910-f544a026cfaf/5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3/736814ea-d6fd-4d10-a677-108607fd5f00,CDGC
Instructor-businessterm-84,Citizenship Status,,,Party Citizenship | Instructor-subdomain-7,,"Name of the factor, rating, or indicator for which the enrichment source supplies the data.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Party Citizenship/Citizenship Status,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,7668f467-264c-4ee4-b812-03dd277610a8,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/231f05e2-a577-4795-ac03-3af6a785a24e/7668f467-264c-4ee4-b812-03dd277610a8,CDGC
Instructor-businessterm-123,Email Enriched Indicator,,,Party Electronic Address | Instructor-subdomain-22,,"Postal address usage type identifies the purpose of the address and indicates the intended use or purpose of the address. For example, shipping, delivery, and billing.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Email Enriched Indicator,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,774d618f-734d-4885-8aac-f31af87748ff,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/774d618f-734d-4885-8aac-f31af87748ff,CDGC
Instructor-businessterm-160,Speciality Code,,,Party Specialization | Instructor-subdomain-28,,"A campaign channel type can be social media, SMS, email, or standard mail.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Specialization/Speciality Code,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,796991c4-da7d-4411-8a68-8e736019fbdc,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4741c347-b833-4618-b66f-be06fa41e516/796991c4-da7d-4411-8a68-8e736019fbdc,CDGC
Instructor-businessterm-182,To Period,Time Period | Instructor-businessterm-183,,,,Transaction date.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Time Period/To Period,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,7c323438-cc6d-4363-8504-65515c188aab,CDGC://07880aa1-66e4-477c-ab32-b7d0eae99380/7c323438-cc6d-4363-8504-65515c188aab,CDGC
GLOS-1053,Competency Official Rating,,,Performance Management & Career Development | GLOS-910,,The official rating assigned to an employee's competency within ZATCA.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Competency Official Rating,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,7e698039-da90-406c-bc63-51ba567dc329,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/7e698039-da90-406c-bc63-51ba567dc329,CDGC
BT-28,Statee,,,Address Test | SDOM-22,,,Published,false,,Text,,,,,,,,,,"",,,,,"","","","",,DEMO/Address Test/Statee,Update,"Jan 08, 2025, 01:15:15 PM",AswathyNagarajan,"Jan 08, 2025, 01:15:15 PM",AswathyNagarajan,89d26cf7-d218-499c-bbc0-1fc3743d4b2d,CDGC://5e49a6fe-8571-4a13-8bd8-ef2331d6beef/f1a04474-233b-46ed-a327-ff6fa90726d6/89d26cf7-d218-499c-bbc0-1fc3743d4b2d,CDGC
BT-43,DOB,,,FF_Customer_SubDomain | SDOM-25,,,Published,true,,Text,,,,DOB,,,,,,"",,,vineshv,,"","","","",Assigned,FF_Customer_Domain/FF_Customer_SubDomain/DOB,Update,"Jan 10, 2025, 10:07:19 AM",vineshv,"Jan 10, 2025, 10:07:23 AM",vineshv,8a191fc9-141f-4007-bcb9-66bebf5ef136,CDGC://84e56b6d-9758-43c6-87c8-1e7152d01b1c/f8957338-b687-4135-b217-1e24faac0cdb/8a191fc9-141f-4007-bcb9-66bebf5ef136,CDGC
TERM-14,First Name Emp,,,Employee Details | Subdomain-1,,First Name of the Employee,Published,false,,Text,,,,First Name,,,,,,"",,anfeezas,,,"","","","",Assigned,AS_HR/Employee Details/First Name Emp,Update,"Jan 13, 2025, 05:28:32 AM",anfeezas,"Jan 13, 2025, 05:28:32 AM",anfeezas,8f9086c4-2f19-4172-837d-3b85c91fcd58,CDGC://cc017be5-6641-411a-8949-d0f5d2ccda45/3664eeb3-5f92-483e-a55d-71575e4e0c65/8f9086c4-2f19-4172-837d-3b85c91fcd58,CDGC
GLOS-1018,Event (Picklist Label),,,HCM Joint Terms - Group 1 | GLOS-926,,"Captures significant events or actions related to an employee's career or employment, such as promotions, transfers, or termination, rehire etc.",Published,true,,Text,Public,,This field should only accept values that are predefined for Event (Picklist Label).,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 1/Event (Picklist Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,914be8a9-d6b1-498f-88e1-d5a6e736c830,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/7176ee1b-61c9-40fa-abe4-8b90974a65f9/914be8a9-d6b1-498f-88e1-d5a6e736c830,CDGC
Instructor-businessterm-25,Address Validation Message,,Postal Address | Instructor-domain-2,,,"Employed, contractor",Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Postal Address/Address Validation Message,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,91dad441-4db0-4fd4-a5bb-b40334e0319e,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/91dad441-4db0-4fd4-a5bb-b40334e0319e,CDGC
